Hour_of_Day,Day_of_Week,Month,Consumption_Pattern,Voltage,Energy_Consumption_kWh
7,5,11,2,232,23.24765409
6,2,10,2,224,12.56947202
7,3,7,2,228,65.15200577
11,7,12,0,232,82.28694486
19,3,7,1,215,36.39301837
9,6,5,0,217,71.85285776
2,4,7,2,217,96.96034455
6,4,9,2,213,23.16733363
2,2,3,2,211,20.86053795
0,2,11,1,223,26.04047705
7,4,1,1,226,50.18844169
12,2,6,2,215,23.04978771
4,2,3,2,235,35.79353811
6,1,2,2,225,80.16881639
15,7,8,2,232,11.47568529
5,6,9,2,227,14.55663153
8,7,8,2,226,17.16524313
8,4,3,2,223,31.4935465
13,3,2,1,229,52.00394163
2,2,1,1,233,87.0136908
15,1,11,0,220,78.24026295
7,3,4,1,229,91.87205437
20,7,9,1,239,71.96060635
13,3,8,1,215,74.16092439
22,2,9,1,213,72.96878548
14,2,12,2,225,27.32992869
16,4,7,1,224,53.10132141
10,1,11,1,235,76.85666914
1,6,4,0,224,72.76121414
6,3,5,0,222,64.33981547
17,3,5,2,233,27.51534066
3,7,8,0,234,23.9161145
20,5,3,0,213,58.7656833
10,1,2,1,229,16.11786044
23,3,9,1,217,68.00531391
0,4,11,2,232,36.2974747
16,1,11,1,230,51.23441598
10,2,2,1,223,46.82966235
4,6,10,2,230,27.43468045
0,6,1,1,222,47.32876775
19,5,6,0,222,70.79973714
1,6,11,2,226,62.68099016
9,2,6,2,222,54.36278744
11,2,9,2,228,28.9883622
11,4,6,0,228,83.60052086
14,7,10,2,233,66.97450269
3,7,12,2,237,87.84852853
8,6,7,1,218,98.54485166
23,4,4,2,229,36.95599997
6,3,3,0,213,17.86422474
0,2,7,1,230,25.95908281
17,3,7,2,237,64.67441718
18,4,7,2,217,63.76976071
10,1,7,2,228,77.96890931
23,4,6,1,226,36.845674
5,3,1,0,233,81.95471691
6,1,5,1,213,60.36340642
4,3,8,1,218,16.95353977
0,4,6,2,223,40.78924753
21,2,12,0,232,27.34215507
23,3,9,1,234,27.44345002
0,3,10,1,221,32.42031924
0,7,9,1,236,70.72243829
10,7,8,0,220,45.66051226
2,3,5,2,231,65.42153803
16,4,4,0,235,71.74778159
16,5,6,1,219,26.5019434
11,5,8,2,231,58.12007461
14,5,10,0,230,75.23621727
17,2,8,2,234,82.89953231
20,1,11,1,224,38.17722154
15,5,11,1,226,26.32784504
11,1,6,0,213,13.81628098
19,5,12,0,213,50.98882231
18,7,2,2,232,37.31135524
22,7,5,1,231,40.01527309
3,4,1,2,219,78.61528535
21,5,8,1,235,50.68402224
10,5,9,1,221,47.79808327
0,2,2,2,220,25.82741814
18,5,12,2,214,77.34396762
4,2,5,1,229,70.2561951
6,3,4,2,212,75.22035746
11,7,7,1,215,47.99674139
11,1,8,2,223,28.15085704
21,5,5,0,221,11.40697817
16,7,6,2,215,76.91915868
10,5,4,2,234,75.45437651
14,4,8,0,216,18.21272645
19,3,4,0,219,22.49131418
19,5,2,2,212,71.62885214
11,3,11,1,213,23.13915102
23,4,11,2,231,90.67934367
3,2,2,1,219,33.93511204
13,1,7,1,229,27.61673718
13,6,1,0,228,66.02764328
22,2,5,2,222,50.43360735
7,1,3,2,230,32.28483767
19,5,5,1,224,28.94651935
19,6,7,2,221,90.57785933
1,1,6,1,219,41.96822539
2,5,7,2,218,98.52268723
16,6,11,0,222,30.9286343
9,1,9,2,228,28.39094759
1,1,5,2,227,41.58313834
11,5,1,1,228,79.09933807
23,3,9,0,221,68.44200908
10,1,1,1,217,76.64119258
3,3,7,1,227,44.33733812
12,2,5,2,222,36.5735643
17,2,1,2,234,52.36248658
17,2,6,2,229,31.97479255
17,3,1,2,214,43.49417922
6,4,11,1,219,54.29280775
12,3,10,0,222,18.23417485
4,7,5,0,232,12.398447
12,7,7,1,222,79.95150481
17,4,4,2,229,31.67361306
17,5,5,0,232,43.75967521
12,5,9,1,232,73.53683592
18,5,12,1,236,17.56975702
2,4,7,0,220,76.49182138
19,1,4,1,213,84.97365873
5,7,4,0,231,46.40121365
8,2,10,2,229,84.18033253
0,2,11,1,235,52.62451955
13,4,2,0,218,15.64462521
9,4,4,2,225,37.31561665
4,3,11,1,224,35.69062897
19,5,9,0,232,21.88378732
21,6,8,2,231,77.57081239
14,6,2,1,234,57.09964209
12,7,1,1,230,74.46563175
14,6,7,2,231,57.29371787
16,3,4,1,219,61.2345001
1,1,5,2,219,87.09957987
11,3,7,2,234,88.8728442
2,1,5,0,221,20.78518365
3,4,10,2,229,20.75654
13,3,5,2,228,88.67741435
2,1,11,1,221,70.39678614
21,6,4,2,215,44.1209407
11,7,11,2,223,79.17040268
7,5,9,1,226,62.33154371
12,7,5,2,235,93.05953631
23,1,7,0,233,50.93231862
2,2,2,1,230,79.6873941
1,3,11,2,220,73.65972603
3,5,8,2,220,48.43375463
5,5,12,0,232,25.04271733
7,1,2,2,222,13.3407521
9,2,8,1,231,28.06098757
16,1,10,1,225,28.97221082
15,4,8,1,214,31.55236562
7,1,11,2,234,61.29087637
20,1,11,0,218,88.05358174
4,5,1,1,219,56.68098328
17,7,4,2,226,80.30990482
1,6,7,1,229,70.33713841
5,1,5,0,222,91.15745492
15,5,10,1,218,27.28587171
19,4,1,2,222,62.91479356
23,3,2,2,225,58.38815326
6,3,4,2,215,29.4402432
8,6,6,0,220,17.7434598
11,6,3,0,216,12.62825549
23,2,1,1,237,21.25465916
0,1,9,1,231,90.24054542
10,4,2,1,219,99.52440598
17,6,7,0,230,69.78219568
0,4,9,2,218,95.11600688
16,3,3,0,224,51.02167699
22,3,10,1,234,97.6839118
19,6,4,1,219,67.16347726
21,5,11,2,235,26.34643542
22,3,11,2,220,79.2828926
0,6,8,2,234,89.91845189
19,5,8,1,226,72.92356113
1,5,9,2,219,78.44833572
23,5,7,2,223,14.67953437
16,6,10,1,228,65.83803276
22,1,4,1,228,78.29240397
22,4,1,1,228,16.3896383
11,7,3,1,223,33.84870396
20,7,12,2,231,26.43169303
9,1,12,2,225,90.65176524
21,6,5,2,238,10.16340265
11,4,2,0,226,44.90299672
23,7,5,0,227,59.32352371
7,6,10,2,230,12.00558664
17,4,1,0,220,75.30776784
7,3,10,2,233,27.53899841
14,1,10,1,229,14.69235205
13,7,12,1,232,20.49539011
4,2,9,2,222,80.92092466
18,2,9,2,235,77.13019236
16,4,12,1,231,31.65799517
4,7,4,2,221,41.73223039
22,1,10,2,218,40.46001428
12,7,12,2,228,88.5703144
1,6,5,0,222,69.53425203
12,4,6,0,215,61.23241665
1,1,12,2,236,83.41431933
8,2,2,2,219,63.58807581
18,3,2,2,233,59.19531814
8,4,11,2,218,76.40350515
1,4,3,1,232,83.54385959
10,4,4,1,227,10.718976
4,4,7,0,219,61.71191386
9,7,10,1,226,90.35726302
21,7,7,1,227,14.45033033
21,7,9,1,223,86.21551143
20,4,8,0,216,81.66034595
8,7,7,2,221,20.58028688
9,3,7,1,229,21.94514404
9,1,3,1,238,92.43021394
8,5,1,0,231,72.98627867
11,3,7,2,234,35.51935083
15,4,6,1,226,48.42701462
2,6,6,1,224,82.02644281
23,1,7,2,227,81.33083264
9,5,1,0,234,59.82697739
13,6,7,1,237,83.44832204
10,4,8,1,228,61.99567118
23,3,2,2,224,56.05722082
22,2,2,0,236,74.63146806
20,2,12,2,223,31.55463467
5,6,3,1,226,65.63273587
13,5,10,2,225,18.15434705
14,1,7,1,215,16.87649931
8,2,5,2,234,14.45262682
12,3,5,1,230,76.923772
13,4,6,1,212,85.86199823
5,1,8,1,232,57.25602226
23,5,2,0,230,38.92587887
21,4,1,1,235,60.80735355
14,3,7,2,220,49.88216606
15,6,1,0,232,70.15816004
9,5,12,0,222,18.45705166
15,1,11,0,218,53.08252209
11,3,5,1,221,60.49377453
5,5,1,0,228,31.21367093
1,5,7,1,231,51.11486368
13,6,6,0,232,12.60460275
11,2,12,1,222,94.55288148
19,5,6,0,228,46.25261258
12,3,2,1,230,86.50512254
19,6,6,2,229,97.62337533
18,5,2,1,222,64.0772923
5,4,7,1,221,21.21112451
6,3,3,2,221,33.04999496
5,5,1,2,228,79.70230383
21,6,1,1,225,54.51033357
13,6,2,0,230,35.3081943
18,1,8,2,220,41.12266254
17,2,12,0,235,72.95835235
12,7,12,0,221,51.03908553
4,6,12,1,218,77.11778929
17,2,8,0,220,34.80446193
19,1,7,1,234,55.27796705
10,4,9,1,237,53.98087664
2,5,7,0,227,54.4720898
7,7,10,1,228,12.88725164
15,5,7,2,225,83.39312587
7,4,7,2,221,87.58804393
22,7,2,0,216,15.77975529
3,4,12,0,234,13.97871504
23,6,8,2,228,14.75932965
16,1,11,1,223,41.11551919
3,5,9,0,229,98.09552538
12,2,1,0,228,85.83680677
10,5,1,0,218,16.43739493
17,5,6,2,227,68.60546943
0,5,6,1,234,42.08281038
22,4,8,0,223,90.55715578
20,2,4,1,223,48.41911808
18,3,7,2,223,81.39004461
3,1,5,1,229,69.64420809
1,7,9,0,226,86.34333255
10,5,11,0,221,71.56823904
7,4,10,1,221,81.36793359
5,2,6,0,228,88.22160431
19,5,11,2,221,86.82076818
22,4,2,2,232,89.05065227
21,6,12,1,220,92.64756653
17,1,2,1,222,27.63781023
3,3,2,1,213,82.90573273
17,4,3,1,229,19.69228346
16,4,6,1,219,99.11793967
0,1,5,2,221,66.87448852
20,1,8,0,222,97.85307138
15,6,11,2,216,26.68877663
15,1,3,1,226,32.98623531
2,2,5,2,232,12.31689869
19,5,4,1,219,53.94431501
1,2,2,2,228,20.48265322
4,6,10,1,226,23.8632731
17,3,6,1,229,98.00931913
21,1,6,0,216,80.16542022
16,7,3,2,218,51.14504552
21,4,7,0,232,40.08861928
2,7,3,2,224,58.00795782
18,4,3,1,224,95.1377987
3,7,12,2,223,58.80119946
10,2,7,0,224,63.29496161
18,6,9,0,237,97.54542041
9,3,2,0,230,25.82933809
8,5,11,2,222,66.17741796
19,4,6,0,221,61.05757352
21,3,1,2,229,42.69622244
1,4,7,1,232,11.73187517
5,2,6,1,219,53.17492584
14,7,5,0,231,41.61203075
1,6,2,2,213,94.79355089
12,3,8,0,230,80.80339872
10,2,4,1,218,72.33362066
15,4,5,0,220,41.58532014
23,1,6,2,220,50.6814378
9,5,10,2,227,11.99584938
20,7,8,0,228,34.9463489
20,4,11,1,227,77.9734007
22,7,4,0,216,36.44547063
21,5,1,0,229,58.76883468
9,6,5,1,223,26.88025791
11,3,6,0,216,50.95710578
22,6,3,1,222,22.56715247
6,6,12,1,220,45.39017304
23,7,10,2,230,49.40556725
11,6,4,0,224,59.46597662
16,6,11,1,214,81.89999013
0,6,5,2,222,59.45579272
15,1,3,0,214,40.56606738
10,4,7,1,238,79.0757653
8,7,12,1,224,88.83307323
9,4,6,2,230,26.54630321
1,7,5,2,222,58.27239008
2,5,2,2,218,50.52521078
8,1,6,2,218,39.45196311
2,1,7,1,237,51.50784868
21,7,6,1,224,95.78745281
18,6,1,1,229,46.11573271
8,4,2,0,220,38.45651529
3,3,10,0,228,78.42825124
22,7,1,2,227,74.47507746
6,7,11,0,222,19.57979454
18,4,8,1,213,98.95861551
0,5,7,1,217,52.98231285
5,4,2,1,220,51.48122302
16,6,10,2,218,54.38650319
16,4,10,2,220,44.48680295
3,5,1,0,224,60.20539196
23,3,11,1,220,99.58495942
11,6,11,2,221,98.14789656
0,2,7,0,237,48.39180814
14,2,11,2,224,55.34996041
21,1,3,1,228,95.71073369
4,7,2,1,229,19.24636497
20,4,7,2,217,49.3680958
1,3,7,2,226,70.71365615
2,3,2,2,214,31.61307384
1,7,7,1,231,40.36121165
18,5,11,2,224,13.95667828
11,4,11,2,227,96.76986449
23,1,5,1,234,16.29339328
4,6,8,0,220,34.32968188
12,7,8,1,219,52.81542908
17,4,9,2,231,93.17221954
21,7,4,2,233,54.60979569
11,5,8,2,222,24.50239574
8,5,11,2,225,34.00265248
0,1,4,1,220,34.04318023
22,3,12,0,221,10.98617932
15,6,8,2,227,96.32803758
23,6,8,1,232,80.81076577
0,1,6,2,231,91.06376078
13,5,9,0,231,92.54859297
14,5,7,2,234,57.4419732
12,5,10,2,215,64.43341855
9,2,9,1,212,51.10659767
20,1,5,1,233,79.59425663
14,1,8,2,225,77.12580088
11,7,7,2,233,38.84328826
17,2,6,0,222,44.37046342
6,3,12,1,233,53.48682081
22,2,9,2,233,70.77366502
21,2,5,2,225,41.36349593
12,4,2,2,225,27.27538076
7,4,12,1,233,45.17031844
12,7,10,1,218,64.14048552
14,4,9,2,232,84.68736554
17,2,8,2,214,24.00329124
5,7,8,0,217,12.71703318
23,4,3,1,227,70.80439223
17,1,10,1,236,84.37705178
22,2,12,2,222,96.16905959
3,3,9,2,221,15.48283303
13,6,10,1,220,23.38368184
14,7,7,0,217,48.5929406
22,4,3,0,222,77.44464334
19,5,1,0,221,70.92906857
13,3,4,2,224,15.25456549
17,5,9,0,216,34.86447828
12,2,2,1,236,89.86316093
23,6,1,1,222,84.28530197
23,7,10,0,233,99.0341786
12,6,3,0,233,81.22953553
7,6,1,2,214,48.26266925
8,1,4,1,223,23.6522589
19,1,5,0,217,97.61312937
22,4,11,1,233,42.18151765
14,7,5,1,220,41.29678817
22,1,1,1,237,58.04953065
0,3,10,1,217,47.08219291
3,5,11,1,235,38.7023685
19,4,4,0,226,83.90774681
4,4,1,2,219,53.67754037
2,4,4,1,219,20.08562106
6,5,1,2,226,61.16730811
6,6,1,2,216,84.52931277
23,3,2,2,234,85.60552714
21,4,2,2,220,83.45364287
11,5,1,0,219,42.36350805
22,3,4,2,223,79.87960952
7,2,1,2,230,18.31563871
15,7,9,1,222,18.31755033
23,2,4,2,228,34.39521215
1,2,3,2,221,61.32572804
15,1,10,2,224,68.91799299
0,7,2,2,219,61.90520056
7,1,12,2,218,21.50916509
14,7,11,0,223,60.60737368
19,4,10,1,222,36.33959565
15,7,12,1,228,14.03749033
9,1,12,2,225,67.3510981
22,2,9,1,219,20.08809104
4,4,4,2,237,47.85205174
6,3,1,2,230,39.20013584
13,1,4,1,222,91.08377939
1,2,11,0,228,51.76153422
20,3,3,2,229,45.00366635
16,1,8,1,220,88.43838053
17,2,4,2,236,40.16964901
11,4,1,1,236,61.51162537
12,1,10,1,226,50.66230151
20,1,11,1,212,47.7594847
18,6,6,1,224,49.0354311
23,4,4,0,231,31.16694299
11,2,11,2,219,92.38809236
23,5,2,2,222,98.87108536
5,1,3,2,217,12.21502433
21,1,4,0,230,94.83905262
17,4,8,0,223,71.7468314
19,4,9,2,224,41.0640461
9,6,2,1,213,24.60048433
7,3,5,1,231,52.01066014
21,7,3,1,220,46.03356972
21,7,1,2,231,47.85108804
14,3,10,1,218,57.40466121
7,1,4,1,224,91.22318864
18,5,7,0,222,79.18350944
2,6,4,2,230,84.15571568
5,7,2,2,216,62.03967998
2,4,1,2,238,25.6990697
15,2,12,0,219,87.35703051
7,4,2,0,219,24.39512817
17,5,10,1,218,68.14454514
22,3,11,2,219,43.6373725
15,3,3,1,237,63.59764994
10,3,10,1,221,31.26561682
8,5,9,1,232,95.97492696
20,4,10,2,222,19.87437796
17,7,11,1,219,93.78515285
22,2,2,1,217,99.14734213
18,3,4,2,227,73.59839463
22,7,3,1,233,48.38041026
19,2,8,2,223,79.01330557
19,2,2,1,228,28.27173159
2,1,7,1,230,79.27490229
8,2,6,2,218,18.19129695
19,5,12,2,220,45.62621331
0,3,11,2,235,69.33429306
4,7,8,0,221,46.17979273
20,2,12,1,215,94.9541036
3,5,7,2,232,93.85544148
23,7,11,2,221,84.52609492
5,1,9,1,219,98.60687098
4,2,6,2,222,43.38369512
21,1,7,2,217,64.1869466
3,7,1,0,226,99.06226197
8,2,1,1,232,58.03185696
13,7,1,0,226,25.3566542
11,6,2,0,232,75.14933602
16,7,12,1,228,95.08725289
17,4,12,2,223,99.41175409
21,6,8,2,228,99.32216441
5,4,5,1,233,30.73529038
7,6,3,2,222,14.76972165
19,2,6,2,225,36.54163741
1,7,8,1,214,20.43825881
0,7,3,1,220,44.12774346
21,2,4,2,212,24.52784041
17,1,8,1,226,29.76775346
3,6,8,2,234,46.34658658
20,5,5,2,220,29.27267145
10,3,9,0,233,19.58741849
14,3,7,2,230,83.69368586
18,7,7,2,230,43.70691594
4,6,6,2,219,67.84624155
6,5,9,2,223,55.9757091
9,6,8,2,230,58.76062314
9,4,3,2,215,10.68883232
3,5,9,2,227,85.1307275
2,4,9,2,236,38.84466112
17,2,3,2,232,73.47574005
8,3,6,1,216,29.45824051
22,2,6,2,220,28.90676365
21,4,12,2,220,79.31568326
10,3,7,1,230,14.48276273
5,1,6,1,226,48.36591971
11,3,1,0,227,50.83830022
9,5,1,2,233,62.34943729
21,2,11,2,231,41.6938437
8,6,2,1,224,48.18208329
15,5,7,2,218,83.31147334
13,4,6,2,217,99.58361956
7,5,7,2,221,57.20985884
23,4,9,2,233,42.57901125
10,2,12,2,218,88.90913004
6,3,9,1,237,63.28994226
20,5,5,2,221,11.05772881
9,5,1,2,222,62.53776572
7,2,9,0,233,81.33284599
15,1,7,1,231,24.09654837
8,1,10,1,212,27.74659228
11,1,5,1,230,55.34349773
9,6,3,2,227,85.88900215
9,3,9,2,221,95.15431484
14,6,12,2,217,72.38871215
1,1,4,2,224,61.67316659
10,1,12,0,218,70.36901802
0,6,12,2,225,68.80968866
5,2,4,1,222,99.3883465
4,5,11,2,226,68.79683162
3,6,1,0,230,50.23550531
8,6,6,2,229,96.767219
1,7,1,1,222,98.26436228
3,1,2,2,231,70.49229249
5,1,9,0,230,89.41641007
12,5,3,2,220,67.09153382
22,3,8,2,221,91.19386115
17,5,5,1,219,26.54364386
7,1,1,2,226,65.31315545
17,4,9,2,218,51.35874756
10,2,5,0,230,59.62338536
10,7,6,0,230,40.72207648
4,3,6,2,232,21.29226542
23,2,5,0,229,32.35786434
7,6,6,0,230,56.0319752
18,7,7,0,214,76.59341416
22,2,2,0,222,89.85610628
9,5,11,1,231,17.19291519
5,3,1,0,232,49.98662708
2,2,5,0,216,65.22483667
8,4,5,0,227,79.5368396
15,5,8,1,238,67.55825061
3,4,6,0,222,37.32395923
15,7,7,0,222,38.04165305
16,2,1,2,223,46.36764331
11,1,5,1,221,86.6710736
10,6,3,2,224,95.62112351
20,5,12,1,232,80.12377835
6,4,5,0,220,74.22262722
3,7,1,0,223,48.07465944
16,7,3,1,236,72.70099542
19,6,7,1,232,97.68988859
20,6,10,2,221,19.42542546
21,7,8,1,229,59.70147685
6,5,10,2,217,55.09943675
4,6,7,0,228,35.05749638
4,1,6,1,226,94.00475296
18,5,5,2,219,56.16392404
17,5,4,0,234,13.30693782
6,2,4,0,215,67.25783248
8,6,3,1,224,13.11772918
1,5,4,0,221,93.08150706
22,4,10,2,231,96.64799107
4,5,3,0,228,77.3012391
8,7,4,2,221,16.9724501
8,2,10,1,237,17.00751608
9,7,9,2,224,58.73900099
11,1,10,1,228,61.34955358
7,6,4,2,229,40.9452819
12,6,1,1,218,63.91479508
0,7,4,2,230,93.45097876
9,1,4,2,225,88.2661507
16,1,3,2,226,18.21509
20,4,4,1,229,48.00008519
17,7,8,0,211,77.23737103
4,6,2,2,222,77.73234301
13,7,11,2,231,28.62587039
20,2,4,2,227,83.61987032
2,2,2,1,229,80.57024256
13,2,4,1,216,11.89373006
21,2,4,1,219,96.4071962
0,6,4,0,231,46.13319619
8,4,1,2,220,73.84068176
4,7,8,1,229,72.76997311
19,3,6,1,234,65.21520971
0,5,4,0,226,96.02971155
11,6,3,1,233,17.00095733
9,6,4,1,232,41.3149405
9,2,11,0,228,73.1655553
1,4,12,0,213,23.90426846
23,1,4,1,211,90.54254639
4,3,6,1,224,19.91547925
2,6,11,1,224,80.38615024
19,4,2,0,218,91.51468528
14,3,6,1,224,17.93418294
16,7,12,2,226,13.32180955
18,6,5,0,234,28.7576519
12,5,8,2,219,71.66212131
9,4,2,1,228,32.06202911
17,7,11,1,223,60.75659654
4,2,6,1,233,39.79707522
7,7,1,0,215,38.4209098
18,2,8,1,227,95.35237733
1,4,10,2,214,29.44325307
3,3,7,0,236,89.68185401
21,6,11,1,230,81.2755349
16,4,7,1,218,84.32658748
23,1,4,2,215,26.95603601
22,6,2,0,233,21.20123753
20,6,8,1,232,79.43373527
14,5,4,2,235,25.60267433
1,3,9,2,227,94.65320741
7,6,6,0,237,79.63090595
14,2,5,1,221,80.49218965
13,6,4,0,229,82.79621967
23,4,12,2,231,73.43903883
6,4,1,0,213,99.1937875
21,3,6,2,218,67.08955335
9,4,9,1,223,53.75331999
19,2,1,0,236,73.71092988
22,2,11,1,212,37.03102533
13,3,3,2,221,86.88251178
18,2,2,2,230,29.9938087
5,3,2,1,238,96.01120374
20,1,1,0,222,72.12815378
5,5,8,1,224,52.46889141
3,2,5,1,229,96.98886387
10,3,11,2,236,18.08059757
4,1,7,1,238,61.41432249
8,2,9,0,232,41.59477538
11,2,4,1,228,92.16042342
8,2,7,0,213,49.25031053
2,5,9,0,222,61.7644363
13,1,8,1,236,90.56685104
2,1,3,1,221,76.97887997
23,1,12,2,216,15.73936967
20,7,5,0,238,78.15574055
22,1,3,0,237,40.24812668
4,1,2,1,229,46.52754663
23,3,1,2,235,91.38930573
9,2,5,2,213,78.97480292
23,5,10,1,223,99.27035669
8,3,8,0,223,81.88337627
1,6,5,1,225,64.48062889
0,1,11,1,234,28.55549658
5,2,11,2,219,73.47774556
7,1,2,1,223,70.74269788
2,2,6,0,225,35.57593121
3,3,7,2,237,31.84965835
19,3,8,1,234,52.78467399
1,6,6,2,219,96.19747089
7,3,6,1,226,78.1053845
1,7,10,1,227,63.5186638
19,7,9,1,225,84.67483807
1,1,1,0,214,29.93722186
18,6,6,1,227,38.38854983
23,3,1,2,220,45.26431347
21,5,10,2,226,78.44542653
12,2,3,2,221,42.75967554
0,5,7,1,230,54.03743024
4,2,9,0,229,36.41644349
2,3,6,0,233,76.71821321
4,2,3,1,228,80.94985047
12,6,7,2,220,73.90966431
5,5,9,0,228,36.9404229
18,6,4,0,225,67.74409162
19,4,5,2,224,15.82755629
1,3,3,1,225,91.09517942
5,6,5,0,214,77.40513965
14,3,8,2,213,49.52090685
19,4,9,2,232,62.32956173
10,1,9,2,222,10.00271508
7,4,7,1,219,14.54561726
12,5,3,0,228,33.82439076
18,6,5,1,230,93.28577391
15,5,6,2,231,44.39509338
15,6,3,0,217,43.16834916
11,4,7,1,219,17.95612169
15,7,1,1,231,61.51470054
21,2,1,1,230,75.11425115
7,3,3,2,238,88.22013477
19,7,9,2,225,97.19273908
13,4,5,2,213,34.9996846
10,1,8,2,228,57.01742677
14,5,9,2,235,19.65634184
6,3,9,2,226,27.78824683
20,2,2,2,225,45.28931531
1,4,12,2,221,95.16319654
22,7,3,1,223,87.67467588
23,1,1,1,216,37.54930147
11,5,7,1,228,14.68239763
19,5,11,2,226,59.8038481
14,5,4,1,219,22.20948922
21,7,8,1,220,71.37333947
11,5,10,2,234,12.97583002
17,5,9,1,218,80.34946467
15,5,6,1,235,69.84984247
11,1,8,2,222,86.7408303
11,6,12,2,222,94.90388609
3,4,7,2,221,80.67931862
21,2,2,1,232,97.14613166
9,6,2,1,232,41.18919576
4,4,10,1,229,56.17623144
13,1,10,2,232,90.4715265
19,4,2,2,233,80.20914478
7,4,2,2,232,96.58717088
10,6,2,0,224,76.30410914
5,1,1,2,238,16.63910015
17,5,7,1,225,58.65362199
22,3,3,2,220,79.0002222
15,6,7,2,224,52.85048863
20,7,6,2,237,77.496884
23,4,8,2,226,33.166965
3,3,6,2,220,76.32073698
7,6,5,2,227,66.58587043
22,3,9,1,221,52.2002009
11,2,9,1,215,38.42276621
21,7,8,2,224,59.53526569
18,4,11,0,219,33.89218792
12,6,1,1,223,15.80571247
19,1,9,2,238,82.97755089
1,1,2,2,238,46.1746395
21,1,8,2,214,55.61875206
10,2,1,1,232,49.49591174
2,6,2,2,227,16.99704503
13,7,1,0,221,68.06241515
14,2,8,0,235,83.05363918
2,7,2,2,219,53.84752087
10,3,11,0,236,71.09723049
18,4,1,0,216,53.53187558
4,5,12,0,224,34.79992771
18,1,9,2,219,42.5701145
18,1,11,1,230,11.25573346
13,4,5,2,233,72.2689876
11,7,7,0,217,95.67126665
12,6,6,2,219,73.21290141
22,6,8,0,220,93.11617776
4,7,7,0,220,50.59755951
8,1,11,1,219,51.0587877
15,2,12,1,213,26.81885244
23,2,5,2,224,96.64980336
23,1,10,0,227,12.41448374
9,5,6,2,228,42.40456419
9,5,3,2,228,96.02153255
7,1,1,2,220,79.4064162
16,5,4,1,229,59.81093839
11,1,8,0,227,63.47643915
4,2,5,1,228,83.8788667
19,2,1,2,227,46.32909152
11,4,4,2,220,34.3009457
9,4,9,2,212,33.66547883
4,5,3,1,224,36.80081041
7,3,9,1,223,24.76710785
17,3,7,1,225,57.24086654
3,2,2,1,228,73.76848489
19,5,7,2,217,67.66856713
4,7,1,1,230,28.13814512
0,7,9,0,237,57.37940048
3,7,3,2,216,62.07484853
13,6,4,0,222,10.59847685
9,2,10,2,224,33.85412354
7,3,11,2,215,59.32007185
16,7,10,1,230,14.78508559
5,7,8,1,216,33.99931419
15,5,6,2,226,70.20951708
0,6,3,0,226,37.72460003
14,6,1,1,214,67.91039122
13,3,10,2,227,64.65624172
14,1,10,1,235,73.33048915
9,4,7,1,228,83.77269926
17,7,2,0,218,93.66363014
5,4,12,0,237,26.64862923
11,6,5,2,224,16.884577
16,2,3,0,234,99.14438626
19,7,10,2,221,92.48140278
21,4,10,0,226,67.60172873
21,3,9,2,226,28.8373827
3,7,5,1,229,81.64655841
9,7,6,1,211,49.50928422
4,3,3,0,223,73.75324181
23,2,11,0,231,41.0530899
23,2,6,1,231,43.36848707
22,5,1,2,224,68.36980635
22,4,4,2,232,14.14069532
17,7,5,1,229,53.52690087
22,2,3,0,223,95.15109304
4,2,6,1,229,24.87004477
3,5,6,2,230,75.61183141
9,4,2,2,226,14.47218536
14,7,9,2,229,68.46368204
18,5,5,2,231,39.20649985
20,1,8,1,224,69.07318666
7,5,11,2,225,95.42589879
19,3,3,2,233,19.59844713
10,7,3,0,213,79.88283765
10,7,7,0,222,85.46997993
0,6,8,2,236,22.99399636
6,7,3,0,222,77.16822696
6,2,11,2,226,34.6683352
3,5,6,1,225,39.23091648
14,3,1,0,231,77.40678509
8,2,3,0,233,68.70401362
2,7,3,2,215,38.68874163
3,4,6,2,216,12.68252957
6,5,11,0,217,92.82710291
16,7,7,2,222,99.83336604
11,1,6,2,228,79.27949111
21,7,5,1,221,62.34038075
7,5,6,2,215,42.58259839
10,2,6,2,224,39.06058658
22,7,11,1,224,40.09111625
2,6,1,1,214,77.89717635
21,4,5,2,231,77.80499929
14,6,3,0,223,67.53937558
5,5,7,1,228,65.01566107
8,2,10,0,220,13.87036713
15,6,10,1,231,46.09504049
17,2,8,2,218,75.95592238
12,5,5,2,221,73.49431637
17,2,3,2,231,99.23634878
13,6,2,0,224,31.88450094
15,1,10,0,236,38.2011328
23,7,9,1,220,63.48239703
23,5,5,0,216,88.25397377
15,1,3,2,225,51.82191643
8,5,6,0,216,76.48007801
19,1,11,2,217,71.3769775
18,6,11,0,215,79.51103522
21,1,7,0,235,70.40521955
17,4,12,1,229,76.52588582
6,2,10,2,223,84.74639673
19,5,9,1,228,89.46774408
10,7,3,2,219,63.19382105
15,3,8,0,215,97.13113741
7,5,9,1,227,90.68582467
18,4,1,2,213,85.88023505
17,2,8,0,231,56.08608447
8,2,8,0,227,25.74716939
2,3,4,1,220,66.39332488
20,3,5,0,219,53.26144596
16,7,12,1,224,77.53169435
13,4,7,1,236,46.53730574
5,5,6,2,230,14.97284191
22,7,2,2,226,34.3123467
6,6,9,0,230,35.40315779
10,6,2,1,234,61.36046878
20,4,9,1,213,60.75452285
8,7,6,1,219,78.17186371
0,5,4,0,219,44.72802512
