Hour_of_Day,Day_of_Week,Month,Consumption_Pattern,Voltage,Line_Voltage,Apparent_Power,Energy_Consumption_kWh,Television,Dryer,Oven,Microwave,Refrigerator,Datetime,Transaction_ID
20,7,1,2,218,226,1572,57.30043313,1,1,0,0,1,1/22/2023 20:33,38283
11,4,10,2,218,221,1798,43.45299285,1,1,0,1,0,10/12/2023 11:41,47277
9,2,10,1,219,224,1609,49.84110568,0,0,0,1,1,10/27/2020 9:58,10289
4,5,8,0,215,221,1543,14.07295823,1,1,1,1,1,8/4/2023 4:39,44904
15,3,1,1,234,235,1682,37.76250773,0,0,1,0,1,1/4/2023 15:15,37659
1,3,11,0,229,236,1900,67.39175649,0,1,1,1,0,11/2/2022 1:34,35482
9,5,12,0,212,221,1683,96.84327264,1,1,1,0,1,12/17/2021 9:46,24535
8,2,6,1,234,235,1902,51.4872635,0,0,0,0,1,6/15/2021 8:42,18198
22,1,1,0,234,235,1502,82.30234338,1,1,1,1,1,1/2/2023 22:36,37601
3,6,7,2,225,228,1864,47.92357504,0,1,0,0,0,7/29/2023 3:34,44697
6,6,4,0,221,226,1716,32.51794102,1,0,1,0,0,4/8/2023 6:03,40865
20,5,8,1,221,229,1816,52.11526591,0,0,1,0,1,8/11/2023 20:57,45167
0,2,2,1,225,234,1964,29.91316259,1,0,1,0,1,2/22/2022 0:19,26816
7,1,5,1,216,220,1581,51.36521109,0,0,1,0,1,5/8/2023 7:54,41895
11,5,7,1,220,223,1824,30.03199915,1,0,0,0,1,7/31/2020 11:49,7278
2,5,4,2,223,232,1902,42.66528171,1,0,0,1,0,4/17/2020 2:35,3669
5,4,4,0,222,229,1588,99.15146702,0,1,1,0,0,4/15/2021 5:12,16104
14,6,9,0,213,221,1789,46.35986157,1,1,1,1,0,9/19/2020 14:25,8994
0,5,3,1,223,229,1682,60.73216858,0,0,1,0,0,3/11/2022 0:12,27398
16,1,2,2,229,232,1850,63.90910021,1,1,0,0,0,2/22/2021 16:58,14340
4,1,3,1,219,224,1526,51.26598523,0,0,1,0,0,3/2/2020 4:54,2097
8,5,4,1,227,232,1709,14.09359367,0,0,1,1,1,4/24/2020 8:23,3917
7,1,5,2,219,222,1853,65.67760449,1,1,0,1,0,5/1/2023 7:42,41655
8,4,10,2,228,237,1617,86.4220534,1,1,0,0,1,10/20/2022 8:43,35047
2,7,1,0,225,229,1846,84.38610435,1,1,1,1,1,1/30/2022 2:11,26031
3,7,4,2,222,227,1621,59.14118835,0,1,0,0,1,4/5/2020 3:57,3260
19,3,7,2,225,233,1857,21.60707325,0,0,0,0,0,7/12/2023 19:07,44137
9,4,6,0,219,227,1940,79.4358941,1,1,1,1,0,6/29/2023 9:27,43678
16,5,9,1,227,232,1884,61.65956431,1,0,1,0,1,9/9/2022 16:29,33654
1,7,2,1,226,229,1727,44.4075378,0,1,1,1,1,2/14/2021 1:31,14044
2,6,11,2,220,220,1812,82.41315759,1,1,0,0,1,11/7/2020 2:28,10655
11,6,11,1,233,238,1918,68.71703087,0,0,0,1,1,11/5/2022 11:34,35599
8,3,9,2,221,230,1807,38.10552375,1,1,0,0,1,9/6/2023 8:04,46039
8,3,1,2,217,223,1709,46.46945715,1,1,0,0,1,1/15/2020 8:48,493
4,3,2,0,230,232,1958,76.11791004,1,1,1,0,0,2/10/2021 4:19,13911
7,6,9,0,228,228,1841,53.65497454,1,0,1,1,0,9/11/2021 7:33,21210
16,2,4,0,234,238,1724,52.99301927,1,0,1,1,0,4/6/2021 16:34,15812
17,4,4,0,223,230,1948,14.47644336,1,1,1,0,0,4/21/2022 17:39,28827
9,2,2,0,218,222,1880,17.2118573,0,1,1,0,0,2/16/2021 9:35,14124
19,1,7,0,213,221,1856,36.49237119,1,0,1,0,0,7/26/2021 19:52,19618
20,5,4,1,225,229,1591,70.53176574,0,1,1,1,1,4/17/2020 20:48,3695
23,3,6,2,228,230,1919,85.41517273,0,1,0,1,1,6/22/2022 23:05,30958
5,6,1,2,225,233,1748,28.23377716,1,0,0,0,0,1/4/2020 5:05,111
22,3,1,2,219,222,1504,73.23370448,1,1,0,0,1,1/26/2022 22:30,25923
22,4,4,1,223,226,1629,15.08258691,0,1,1,0,1,4/15/2021 22:43,16129
22,7,2,1,213,221,1934,64.22741138,0,0,1,0,0,2/21/2021 22:03,14313
8,4,11,0,236,238,1566,72.09613422,0,1,1,1,0,11/5/2020 8:25,10595
5,2,5,1,216,221,1888,59.49158258,1,0,0,0,1,5/9/2023 5:37,41926
22,6,3,1,223,230,1543,64.61449592,0,1,1,1,1,3/12/2022 22:27,27464
4,1,2,2,219,228,1504,61.16168227,1,1,0,0,0,2/27/2023 4:32,39493
8,1,7,2,219,223,1915,68.4582183,0,1,0,1,1,7/6/2020 8:25,6417
13,1,12,0,236,236,1751,20.45243696,1,1,1,0,1,12/12/2022 13:36,36869
22,5,3,0,220,223,1587,95.82310359,0,1,1,1,0,3/19/2021 22:28,15204
13,1,7,1,221,230,1737,93.13285138,0,0,1,0,1,7/13/2020 13:31,6664
16,2,9,1,231,235,1606,32.11854565,1,0,0,1,1,9/29/2020 16:54,9340
2,3,8,1,237,239,1935,59.88633146,0,0,1,0,0,8/31/2022 2:37,33326
7,5,3,0,221,224,1844,70.25514853,1,1,1,1,1,3/25/2022 7:36,27888
10,1,1,1,227,234,1506,79.61372173,0,0,1,1,0,1/30/2023 10:04,38542
4,2,11,0,231,232,1712,49.79140438,1,1,1,1,1,11/17/2020 4:57,11001
13,2,8,2,221,222,1973,59.74326359,1,1,0,1,1,8/16/2022 13:37,32828
7,3,1,1,228,234,1776,98.01408723,1,0,1,1,1,1/12/2022 7:23,25422
21,7,9,2,233,239,1504,41.72210323,0,1,0,1,1,9/11/2022 21:45,33730
14,2,3,2,216,220,1641,94.30866396,1,0,0,0,0,3/8/2022 14:44,27316
21,1,9,2,222,231,1511,60.13829116,0,1,0,1,1,9/6/2021 21:02,21058
8,4,7,1,217,220,1505,60.22714787,1,0,0,1,1,7/28/2022 8:29,32170
12,6,5,0,229,230,1901,81.40999551,1,0,1,1,0,5/20/2023 12:50,42313
4,2,6,0,211,220,1770,89.96124355,1,1,1,1,1,6/7/2022 4:39,30418
9,7,4,2,222,226,1904,55.28677067,1,1,0,1,1,4/25/2021 9:05,16452
12,6,6,2,230,231,1913,74.03247288,1,1,0,1,1,6/6/2020 12:11,5395
18,7,1,1,235,237,1721,18.01513452,1,0,0,0,1,1/23/2022 18:48,25815
9,1,11,2,217,220,1932,61.26137646,1,1,0,1,1,11/1/2021 9:59,22960
23,1,1,0,227,231,1595,74.87979362,0,1,1,0,0,1/31/2022 23:02,26095
10,3,3,0,228,231,1633,67.99786898,0,1,1,1,0,3/17/2021 10:54,15119
7,6,4,2,225,232,1577,40.72918284,0,0,0,0,0,4/9/2022 7:49,28402
19,7,7,2,225,234,1524,61.62801591,1,1,0,1,0,7/3/2022 19:48,31330
0,6,10,1,232,237,1591,27.11337494,0,0,1,0,0,10/1/2022 0:05,34384
5,7,11,0,238,238,1950,68.12645235,1,0,1,1,0,11/19/2023 5:08,48569
10,4,7,0,221,227,1685,18.896468,1,1,1,1,1,7/9/2020 10:00,6522
8,4,7,0,226,233,1635,35.83225737,1,0,1,1,0,7/20/2023 8:38,44396
16,5,2,2,229,230,1931,24.25621149,1,1,0,0,0,2/24/2023 16:58,39408
18,4,11,2,222,227,1641,12.82900236,1,1,0,1,0,11/12/2020 18:25,10849
5,1,5,1,220,222,1538,28.53743874,1,0,1,0,1,5/17/2021 5:18,17200
7,1,8,2,230,236,1900,60.54525874,1,1,0,0,0,8/30/2021 7:31,20799
4,5,1,2,227,233,1845,75.64340604,1,0,0,1,0,1/22/2021 4:47,13261
12,2,4,2,225,231,1878,33.77601754,1,1,0,1,1,4/25/2023 12:56,41457
15,4,2,2,225,225,1676,32.53955828,1,0,0,0,0,2/25/2021 15:03,14440
4,2,5,0,221,224,1901,67.830731,0,1,1,1,0,5/19/2020 4:46,4768
0,6,10,0,234,234,1600,16.56219935,1,0,1,1,0,10/16/2021 0:07,22398
14,1,6,0,223,225,1908,13.79167954,1,1,1,0,1,6/6/2022 14:38,30398
21,6,11,0,219,221,1709,43.61542919,1,1,1,1,1,11/14/2020 21:35,10922
6,1,10,0,235,239,1866,52.14684206,1,0,1,1,0,10/10/2022 6:14,34701
1,4,10,1,223,231,1864,71.97617423,0,0,1,0,0,10/20/2022 1:43,35037
18,5,10,1,226,228,1947,35.01460836,0,0,1,1,1,10/8/2021 18:19,22150
13,6,10,1,222,226,1561,93.94208756,0,0,1,1,1,10/28/2023 13:07,47827
0,6,10,2,218,222,1647,18.46518308,1,1,0,1,1,10/3/2020 0:47,9454
12,1,6,2,219,222,1566,35.30362834,1,1,0,0,1,6/21/2021 12:35,18409
11,1,9,1,215,224,1715,71.40188615,0,1,1,1,1,9/26/2022 11:27,34229
20,1,5,2,231,233,1735,28.88680016,1,1,0,0,1,5/25/2020 20:33,4996
13,6,4,2,220,224,1857,56.46468747,1,1,0,0,0,4/23/2022 13:06,28889
8,1,9,1,231,232,1841,40.55468921,1,0,1,0,1,9/11/2023 8:36,46211
16,7,6,2,232,235,1559,31.13025948,0,1,0,1,1,6/25/2023 16:27,43551
6,5,9,0,225,232,1531,16.62267104,1,0,1,1,0,9/24/2021 6:43,21654
4,3,8,2,223,224,1594,71.30362483,0,1,0,0,1,8/25/2021 4:11,20623
23,1,3,1,233,239,1736,23.63985403,0,0,0,1,1,3/23/2020 23:00,2842
22,2,7,2,216,221,1567,49.17146129,1,1,0,0,1,7/5/2022 22:57,31403
2,7,5,0,229,238,1972,65.01974835,0,1,1,0,0,5/2/2021 2:16,16682
3,3,7,1,219,222,1945,41.17111016,1,0,1,1,1,7/12/2023 3:42,44115
14,5,4,1,225,233,1703,29.28152152,0,0,1,1,0,4/3/2020 14:48,3207
22,7,5,2,220,223,1772,40.65333257,0,0,0,0,0,5/14/2023 22:17,42121
5,3,10,1,226,231,1606,48.75474388,1,0,0,0,1,10/7/2020 5:42,9598
15,5,9,0,238,238,1968,85.98770143,1,1,1,0,0,9/17/2021 15:38,21427
15,2,5,1,228,237,1833,47.14288428,0,1,1,0,1,5/3/2022 15:35,29235
7,6,8,1,216,222,1625,51.85371189,0,0,1,0,0,8/26/2023 7:52,45662
17,5,9,2,222,231,1519,21.10494773,0,1,0,0,1,9/11/2020 17:54,8725
15,6,1,1,227,227,1941,38.06094607,0,0,1,1,0,1/14/2023 15:38,38002
3,2,6,0,227,229,1701,55.57030398,1,1,1,1,1,6/23/2020 3:39,5965
10,5,10,2,222,225,1743,41.60680569,1,0,0,0,0,10/28/2022 10:51,35324
6,4,4,0,221,221,1865,49.30842339,0,1,1,1,0,4/9/2020 6:04,3400
23,5,10,0,236,236,1852,45.81394212,1,0,1,0,0,10/14/2022 23:04,34862
21,4,12,2,239,239,1997,98.06955125,0,1,0,0,0,12/24/2020 21:00,12291
12,7,12,0,215,223,1695,41.59934869,0,1,1,1,0,12/19/2021 12:13,24607
21,2,1,1,218,220,1861,72.51305996,0,0,1,0,1,1/18/2022 21:04,25647
6,3,12,0,219,220,1536,27.45694968,1,1,1,1,1,12/29/2021 6:18,24941
2,7,4,2,218,222,1685,28.08071251,1,1,0,1,0,4/17/2022 2:56,28669
20,5,6,2,226,230,1610,28.10948916,1,1,0,1,1,6/25/2021 20:18,18557
18,7,2,2,222,222,1985,85.97682833,1,1,0,0,1,2/28/2021 18:44,14548
19,5,9,0,225,234,1927,78.73161852,1,0,1,1,0,9/15/2023 19:50,46364
18,5,1,2,227,234,1980,88.35451355,0,0,0,0,0,1/31/2020 18:39,1055
16,5,3,2,224,233,1600,18.96202509,1,1,0,0,0,3/31/2023 16:33,40606
12,1,7,2,235,236,1870,98.00684729,1,1,0,1,1,7/4/2022 12:37,31354
7,6,9,1,220,221,1928,39.45724848,0,0,0,1,1,9/12/2020 7:55,8745
22,5,12,2,227,234,1943,11.11130742,0,1,0,1,0,12/18/2020 22:02,12087
17,4,8,2,214,220,1761,88.88185906,1,0,0,0,0,8/19/2021 17:08,20436
13,1,9,0,228,228,1559,22.77074212,1,0,1,0,0,9/27/2021 13:55,21767
18,7,7,1,233,235,1585,71.09512011,1,0,1,1,1,7/11/2021 18:56,19103
12,2,6,1,220,224,1850,61.58483616,0,0,1,0,0,6/21/2022 12:03,30908
12,2,8,0,226,231,1955,68.47587186,1,1,1,1,0,8/25/2020 12:25,8135
2,7,12,2,225,231,1939,55.96492982,1,1,0,1,1,12/5/2021 2:01,24113
22,6,8,2,225,227,1794,59.11212644,1,1,0,1,1,8/14/2021 22:12,20272
8,1,2,2,214,223,1610,92.5788171,0,0,0,0,0,2/6/2023 8:09,38779
19,4,1,1,218,226,1531,99.19108392,0,0,1,1,1,1/30/2020 19:31,1022
20,1,4,2,229,233,1996,37.19877506,0,1,0,0,0,4/6/2020 20:36,3318
4,4,10,2,220,227,1707,27.71733357,0,1,0,0,0,10/6/2022 4:49,34562
2,2,1,0,229,230,1884,51.39231742,0,1,1,0,0,1/24/2023 2:41,38326
21,7,7,0,216,225,1692,38.17894478,1,0,1,0,0,7/10/2022 21:23,31572
7,1,12,1,223,226,1616,45.80351399,1,0,1,0,1,12/5/2022 7:06,36620
21,5,7,2,234,235,1631,58.04076097,1,0,0,0,0,7/10/2020 21:44,6573
21,4,2,1,218,225,1676,67.61413535,0,0,0,1,1,2/6/2020 21:07,1264
5,2,11,1,216,220,1951,45.64067515,1,0,0,1,1,11/28/2023 5:41,48878
0,4,3,1,230,230,1560,17.37152987,1,0,0,1,1,3/11/2021 0:01,14898
14,3,3,2,219,222,1894,77.05764493,0,1,0,1,0,3/23/2022 14:57,27830
20,2,9,2,216,221,1865,98.5417747,0,0,0,1,0,9/15/2020 20:42,8866
19,4,12,0,227,228,1615,64.64590689,1,1,1,1,1,12/22/2022 19:35,37220
5,5,9,2,234,234,1996,32.04590986,0,0,0,1,0,9/17/2021 5:07,21412
17,3,4,0,228,237,1535,66.04875494,1,1,1,0,0,4/14/2021 17:17,16087
7,3,3,1,218,225,1528,47.71427303,1,0,1,1,1,3/3/2021 7:42,14635
5,7,4,2,225,230,1661,22.34590386,1,1,0,1,1,4/9/2023 5:11,40898
19,3,6,1,214,221,1984,11.65296041,0,1,1,1,1,6/23/2021 19:14,18487
23,3,6,2,218,222,1926,72.30589304,0,0,0,0,0,6/3/2020 23:13,5308
0,4,4,1,234,234,1807,14.71632585,0,0,0,0,1,4/29/2021 0:41,16577
15,3,10,2,235,239,1506,41.71603357,1,1,0,0,0,10/14/2020 15:43,9852
3,2,11,0,233,236,1827,53.77923793,1,1,1,0,1,11/9/2021 3:00,23224
1,2,3,0,220,221,1917,71.19098294,1,0,1,0,0,3/17/2020 1:37,2606
18,2,10,2,222,229,1705,13.71676399,1,0,0,1,0,10/18/2022 18:53,34993
6,6,5,0,234,238,1921,82.48379718,1,1,1,0,1,5/21/2022 6:53,29839
18,3,3,0,224,224,1949,47.13042158,1,1,1,0,0,3/24/2021 18:48,15370
6,4,10,0,224,232,1943,55.45898086,1,1,1,0,1,10/14/2021 6:04,22338
19,3,8,2,219,220,1944,14.10323946,0,1,0,0,1,8/18/2021 19:24,20405
3,2,7,1,216,223,1996,10.77631166,1,0,1,1,1,7/12/2022 3:32,31615
12,7,6,2,228,235,1766,61.24892955,1,1,0,0,1,6/26/2022 12:35,31080
3,3,8,0,227,233,1539,58.93770493,1,1,1,0,0,8/16/2023 3:59,45314
8,1,7,2,218,226,1995,51.40843604,0,1,0,0,1,7/12/2021 8:57,19123
16,5,5,0,212,220,1921,94.82958119,1,1,1,0,0,5/28/2021 16:01,17592
19,1,1,1,228,229,1618,56.26677656,0,0,1,0,1,1/10/2022 19:39,25371
2,2,4,0,225,225,1799,52.32962303,1,1,1,1,0,4/19/2022 2:35,28737
6,5,9,2,218,222,1664,98.81017755,0,0,0,0,0,9/22/2023 6:01,46584
20,4,12,1,223,226,1956,62.02648758,0,0,1,1,1,12/22/2022 20:17,37221
15,7,11,2,236,236,1848,36.2430099,1,1,0,0,0,11/22/2020 15:18,11187
9,7,12,1,225,225,1667,45.52539179,1,0,0,1,1,12/20/2020 9:04,12137
0,5,5,2,235,237,1690,77.56405241,1,1,0,0,1,5/1/2020 0:10,4145
8,4,10,2,232,237,1822,57.96430641,0,1,0,1,0,10/28/2021 8:34,22821
6,5,4,2,224,233,1655,10.0260933,0,1,0,1,0,4/3/2020 6:23,3195
3,4,8,1,229,237,1935,70.67504592,1,0,1,1,1,8/24/2023 3:18,45587
23,5,8,1,219,224,1818,61.67612478,0,1,1,1,1,8/18/2023 23:57,45411
16,3,7,2,225,226,1924,78.70177574,0,1,0,1,1,7/5/2023 16:07,43893
9,4,12,2,233,234,1621,50.67040076,0,1,0,0,1,12/22/2022 9:47,37206
17,1,9,2,226,231,1871,28.40271772,1,1,0,0,1,9/13/2021 17:43,21293
23,5,5,2,233,239,1760,16.1376482,0,1,0,1,1,5/22/2020 23:53,4898
16,7,5,1,229,234,1875,71.76994471,0,0,1,1,0,5/30/2021 16:22,17661
5,3,12,0,218,224,1659,95.93417529,1,0,1,0,0,12/28/2022 5:14,37405
3,5,6,2,224,233,1871,30.64626931,0,0,0,1,0,6/5/2020 3:15,5348
21,3,5,1,228,233,1955,36.64890487,0,1,1,0,1,5/6/2020 21:02,4346
18,7,8,2,224,229,1867,52.57181673,1,0,0,1,0,8/30/2020 18:34,8315
6,6,1,1,222,223,1791,78.70327827,1,0,1,1,1,1/28/2023 6:12,38468
16,2,3,1,221,230,1640,72.57629342,0,1,1,0,1,3/2/2021 16:17,14613
13,4,4,2,232,236,1860,70.60749712,1,1,0,1,1,4/28/2022 13:39,29061
7,5,6,0,231,237,1646,65.13342938,1,0,1,1,0,6/25/2021 7:41,18539
12,4,12,1,223,224,1926,84.61522202,1,0,1,1,1,12/15/2022 12:23,36970
12,1,1,2,212,220,1782,33.62342066,1,1,0,1,0,1/11/2021 12:17,12895
9,7,5,2,218,220,1738,71.27121277,1,0,0,0,0,5/29/2022 9:00,30116
12,2,9,1,237,239,1573,92.33483067,0,1,1,0,1,9/12/2023 12:38,46251
21,1,2,1,224,229,1979,47.82744627,0,0,1,1,0,2/22/2021 21:10,14346
5,5,7,2,224,230,1884,16.81481174,0,1,0,0,1,7/17/2020 5:07,6789
8,6,7,1,230,238,1983,21.31238198,0,0,1,0,1,7/15/2023 8:47,44225
22,5,8,1,229,235,1885,48.76410931,1,0,1,0,1,8/12/2022 22:01,32703
4,6,10,1,222,229,1883,35.41398605,0,0,0,0,1,10/15/2022 4:41,34870
18,2,10,2,235,235,1654,77.24315062,0,1,0,1,1,10/19/2021 18:32,22527
9,3,11,1,216,221,1816,65.82231385,1,0,0,0,1,11/9/2022 9:29,35733
9,1,6,0,236,238,1593,12.39520663,0,1,1,0,0,6/13/2022 9:55,30631
7,3,12,2,220,226,1933,26.79955301,1,0,0,1,0,12/22/2021 7:30,24703
14,5,5,1,225,230,1688,73.14487788,1,0,1,0,1,5/12/2023 14:55,42042
23,4,5,2,223,230,1582,73.60960714,1,0,0,1,0,5/12/2022 23:09,29554
22,1,8,2,238,238,1718,69.35522072,0,0,0,1,0,8/30/2021 22:56,20821
10,4,3,1,218,226,1690,77.91964433,0,0,0,0,1,3/19/2020 10:23,2687
23,2,6,2,234,237,1676,76.57047057,0,1,0,0,1,6/16/2020 23:04,5753
7,1,11,2,232,235,1836,24.61775226,0,1,0,1,1,11/22/2021 7:46,23676
4,7,2,0,218,225,1768,42.02468784,1,0,1,1,0,2/9/2020 4:29,1343
18,4,1,1,237,237,1978,27.11692555,0,0,1,1,0,1/19/2023 18:58,38178
20,7,11,0,214,221,1930,26.02286117,1,1,1,0,0,11/15/2020 20:43,10955
8,3,8,1,234,239,1569,27.87604834,1,0,0,1,1,8/16/2023 8:11,45320
3,7,10,1,225,233,1783,58.49525613,1,0,1,0,1,10/16/2022 3:48,34903
12,5,10,0,222,226,1732,23.44762525,1,1,1,0,1,10/29/2021 12:36,22861
16,2,6,1,222,227,1547,61.11133131,0,0,0,1,1,6/29/2021 16:48,18689
23,4,8,0,232,232,1599,45.63323381,1,1,1,1,0,8/6/2020 23:24,7500
18,3,7,1,228,236,1854,47.97081935,0,0,0,0,1,7/8/2020 18:35,6500
18,2,2,1,226,228,1684,55.94149156,1,0,1,1,1,2/25/2020 18:33,1911
15,4,9,1,216,225,1892,27.7223167,0,0,1,0,0,9/2/2021 15:25,20913
14,4,1,2,222,228,1701,46.78423918,1,1,0,1,1,1/7/2021 14:23,12761
7,5,2,0,228,228,1850,57.87664538,1,1,1,0,1,2/3/2023 7:58,38676
10,6,4,0,229,230,1644,19.42475456,0,1,1,1,0,4/2/2022 10:25,28166
14,4,2,2,229,232,1734,70.77940507,0,1,0,1,1,2/4/2021 14:28,13720
18,6,8,1,218,224,1964,38.61567263,0,0,1,1,0,8/29/2020 18:02,8280
5,6,7,0,222,228,1505,87.37982277,1,1,1,0,1,7/8/2023 5:05,43980
19,3,3,2,219,223,1584,62.2083171,0,1,0,0,0,3/4/2020 19:58,2187
7,7,8,1,232,239,1956,68.60839557,0,1,1,0,1,8/2/2020 7:58,7341
5,5,5,2,231,232,1588,80.22145337,1,1,0,0,0,5/20/2022 5:39,29803
5,2,11,1,235,237,1743,74.08135366,0,0,1,1,1,11/7/2023 5:48,48159
11,6,11,1,219,222,1646,33.34482621,1,0,0,1,1,11/25/2023 11:06,48783
16,6,5,0,230,230,1711,86.91342189,1,1,1,0,1,5/28/2022 16:53,30093
13,6,2,0,229,233,1543,90.79272098,1,1,1,1,1,2/12/2022 13:57,26493
21,4,10,0,220,227,1773,51.45888641,1,1,1,0,1,10/15/2020 21:51,9895
13,6,9,0,220,221,1571,93.79262845,1,0,1,0,0,9/3/2022 13:19,33444
18,5,6,0,230,231,1766,61.17183355,1,1,1,1,0,6/2/2023 18:18,42766
9,5,2,0,224,232,1557,12.00878161,1,1,1,0,0,2/28/2020 9:37,2001
14,3,3,1,233,234,1564,88.88141419,1,0,1,1,1,3/8/2023 14:12,39815
21,4,12,0,229,235,1896,39.27079307,1,1,1,1,1,12/3/2020 21:07,11572
2,1,7,2,233,234,1604,90.20292817,0,1,0,0,1,7/11/2022 2:18,31579
3,6,8,1,228,235,1704,69.11949859,1,0,0,1,1,8/8/2020 3:26,7540
18,7,9,2,217,226,1996,79.12324667,1,1,0,1,1,9/26/2021 18:59,21740
2,3,9,0,217,224,1659,12.89053313,1,1,1,0,1,9/6/2023 2:28,46031
7,7,11,1,234,236,1721,25.54817204,1,0,1,1,1,11/12/2023 7:44,48333
7,4,10,2,217,225,1936,17.70405641,0,1,0,1,1,10/20/2022 7:19,35045
3,6,5,0,224,227,1667,33.12465074,1,1,1,1,1,5/9/2020 3:42,4424
20,4,11,2,231,235,1992,74.34597513,1,0,0,0,0,11/17/2022 20:43,36023
9,4,1,1,237,237,1619,77.97964268,1,0,0,0,1,1/9/2020 9:08,288
17,7,3,1,231,232,1966,70.82120235,0,0,0,1,1,3/7/2021 17:32,14786
18,7,5,1,235,237,1938,36.40726494,0,0,0,1,1,5/29/2022 18:07,30129
15,7,5,1,231,235,1773,55.46769691,0,1,1,0,1,5/3/2020 15:14,4235
16,5,7,1,220,221,1561,11.24739106,0,0,1,1,0,7/2/2021 16:17,18791
13,2,1,1,229,236,1893,19.6045253,0,0,0,0,1,1/17/2023 13:00,38101
6,6,7,1,219,220,1766,73.81734768,0,0,0,1,1,7/29/2023 6:23,44701
21,4,1,2,228,230,1890,48.34315998,1,1,0,0,1,1/7/2021 21:23,12771
19,6,6,0,237,238,1757,45.85616671,0,1,1,0,0,6/6/2020 19:53,5406
10,4,5,2,222,223,1953,45.23358378,1,0,0,0,0,5/11/2023 10:11,42001
11,1,7,0,218,224,1758,68.61316394,0,1,1,1,0,7/20/2020 11:37,6901
4,3,10,0,222,227,1636,71.26348892,1,0,1,1,0,10/21/2020 4:00,10075
19,1,10,2,218,222,1529,81.97402752,1,1,0,1,0,10/17/2022 19:45,34960
7,1,5,1,224,226,1655,71.06187666,1,0,0,0,1,5/17/2021 7:24,17203
3,3,10,1,236,237,1901,42.42601355,1,0,0,0,1,10/25/2023 3:50,47711
4,2,11,0,217,225,1579,85.02383828,1,1,1,1,1,11/10/2020 4:45,10761
6,4,5,2,217,223,1923,28.8340054,0,0,0,1,0,5/28/2020 6:44,5079
22,7,10,2,222,227,1808,57.04877967,1,1,0,1,1,10/15/2023 22:22,47395
18,6,5,0,235,239,1636,46.05711868,0,1,1,1,0,5/7/2022 18:24,29376
8,7,5,2,220,228,1548,44.53843426,1,0,0,1,0,5/28/2023 8:39,42581
14,1,9,0,229,234,1513,21.51638169,1,0,1,0,0,9/14/2020 14:34,8823
12,1,1,2,232,234,1987,82.1509462,1,0,0,0,0,1/13/2020 12:38,430
14,7,8,1,231,235,1599,33.89065731,0,0,1,0,1,8/23/2020 14:52,8070
12,4,6,0,223,225,1557,97.13334571,1,1,1,1,1,6/10/2021 12:22,18032
1,5,3,1,218,222,1531,42.7320976,1,0,0,1,1,3/10/2023 1:57,39866
19,7,8,1,227,227,1681,19.97618496,0,0,1,0,0,8/27/2023 19:36,45713
1,1,4,0,230,238,1979,65.25999201,1,1,1,0,1,4/17/2023 1:00,41166
11,5,9,2,237,238,1923,22.5620799,1,1,0,1,1,9/9/2022 11:35,33647
5,7,6,2,225,230,1543,26.63406554,1,1,0,0,1,6/27/2021 5:56,18605
9,5,2,0,233,233,1588,61.99041007,1,1,1,0,0,2/24/2023 9:58,39398
3,7,6,2,226,226,1871,18.5775067,1,1,0,0,0,6/11/2023 3:26,43053
19,3,1,1,214,220,1636,71.5178919,0,0,0,0,1,1/29/2020 19:42,988
2,4,6,1,227,230,1749,36.26036777,0,1,1,1,1,6/22/2023 2:57,43429
23,7,7,2,233,236,1676,70.91096225,1,1,0,0,1,7/11/2021 23:51,19110
19,2,6,2,222,223,1932,50.3775815,1,1,0,1,0,6/23/2020 19:04,5987
7,7,12,1,220,229,1847,47.5538551,1,0,1,0,1,12/25/2022 7:52,37306
23,1,7,1,222,230,1771,91.95118259,0,0,0,1,1,7/5/2021 23:29,18904
20,2,7,1,230,237,1740,25.67901291,0,1,1,1,1,7/18/2023 20:53,44345
14,7,2,2,214,221,1518,91.24303678,0,1,0,1,0,2/6/2022 14:59,26289
21,4,11,1,223,230,1818,33.70186555,0,0,1,0,1,11/17/2022 21:25,36024
0,4,9,2,228,229,1832,30.97788396,0,1,0,1,1,9/2/2021 0:00,20891
12,1,3,2,229,238,1859,10.49596653,0,1,0,1,0,3/2/2020 12:36,2108
4,2,3,2,238,238,1506,26.5004787,1,1,0,0,1,3/10/2020 4:55,2371
7,2,12,1,213,221,1916,74.87855341,0,1,1,1,1,12/28/2021 7:10,24908
12,3,12,2,220,224,1983,63.1456184,1,0,0,0,0,12/30/2020 12:57,12485
15,2,3,2,231,237,1928,90.18718594,0,0,0,0,0,3/3/2020 15:14,2146
20,2,1,0,230,232,1972,79.9821055,0,1,1,0,0,1/11/2022 20:52,25407
15,5,10,2,219,228,1814,78.51856067,1,1,0,1,1,10/27/2023 15:24,47796
7,5,12,1,229,236,1653,39.1922303,0,0,1,1,0,12/2/2022 7:37,36518
19,1,6,1,233,238,1554,47.68925694,0,1,1,0,1,6/5/2023 19:53,42871
22,4,3,2,236,239,1664,36.78115716,0,1,0,1,1,3/4/2021 22:57,14691
14,7,4,0,216,223,1554,23.48076637,1,0,1,1,0,4/25/2021 14:41,16460
15,7,5,2,231,236,1811,55.91368043,0,1,0,1,1,5/2/2021 15:35,16701
16,7,11,1,215,223,1696,66.36237455,0,0,0,1,1,11/20/2022 16:00,36119
15,2,3,2,226,231,1743,40.19260988,1,1,0,0,1,3/16/2021 15:59,15092
